,competitor_count_visit,first_competitor,second_competitor,count_of_competitor
64154,59,12,47,2
64155,60,5,55,2
64156,56,10,46,2
64157,50,6,44,2
64158,42,3,39,2
64159,57,6,51,2
64160,64,7,57,2
64161,60,7,53,2
64162,42,5,37,2
64163,67,5,62,2
64164,66,7,59,2
64165,53,6,47,2
64166,64,6,58,2
64167,50,2,48,2
64168,51,6,45,2
64169,44,6,38,2
64170,63,8,55,2
64171,57,5,52,2
64172,60,8,52,2
64173,65,4,61,2
64174,69,10,59,2
64175,53,2,51,2
64176,44,5,39,2
64177,47,6,41,2
64178,65,8,57,2
64179,62,10,52,2
64180,65,8,57,2
64181,68,11,57,2
64182,47,3,44,2
64183,53,11,42,2
64184,53,9,44,2
64185,61,4,57,2
64186,61,11,50,2
64187,56,3,53,2
64188,64,10,54,2
64189,48,2,46,2
64190,47,5,42,2
64191,48,6,42,2
64192,61,11,50,2
64193,52,8,44,2
64194,54,7,47,2
64195,54,10,44,2
64196,55,8,47,2
64197,61,13,48,2
64198,41,9,32,2
64199,60,5,55,2
64200,50,6,44,2
64201,50,9,41,2
64202,45,8,37,2
64203,41,5,36,2
64204,44,5,39,2
64205,58,5,53,2
64206,57,8,49,2
64207,44,7,37,2
64208,49,3,46,2
64209,59,3,56,2
64210,56,12,44,2
64211,57,4,53,2
64212,60,6,54,2
64213,56,8,48,2
64214,50,5,45,2
64215,66,8,58,2
64216,57,6,51,2
64217,53,2,51,2
64218,59,7,52,2
64219,55,5,50,2
64220,58,9,49,2
64221,56,3,53,2
64222,54,4,50,2
64223,49,5,44,2
64224,45,3,42,2
64225,55,9,46,2
64226,50,8,42,2
64227,52,4,48,2
64228,47,8,39,2
64229,62,5,57,2
64230,60,7,53,2
64231,62,5,57,2
64232,52,8,44,2
64233,59,7,52,2
64234,63,10,53,2
64235,59,7,52,2
64237,48,6,42,2
64238,58,5,53,2
64239,49,5,44,2
64240,51,6,45,2
64241,56,7,49,2
64242,65,7,58,2
64243,58,5,53,2
64244,58,4,54,2
64245,49,6,43,2
64246,63,5,58,2
64247,58,2,56,2
64248,60,7,53,2
64249,76,8,68,2
64250,68,10,58,2
64251,38,4,34,2
64252,51,9,42,2
64253,55,6,49,2
64254,60,1,59,2
64255,52,6,46,2
64256,53,4,49,2
64257,63,10,53,2
64258,52,6,46,2
64259,54,6,48,2
64260,61,12,49,2
64261,51,4,47,2
64262,48,5,43,2
64263,53,8,45,2
64264,46,5,41,2
64265,48,4,44,2
64266,54,11,43,2
64267,45,8,37,2
64268,58,6,52,2
64269,69,6,63,2
64270,46,8,38,2
64271,54,6,48,2
64272,53,9,44,2
64273,55,8,47,2
64274,48,5,43,2
64275,61,8,53,2
64276,45,5,40,2
64277,56,9,47,2
64278,40,6,34,2
64279,51,6,45,2
64280,62,3,59,2
64281,58,6,52,2
64282,56,5,51,2
64283,42,7,35,2
64284,41,6,35,2
64285,65,14,51,2
64286,58,11,47,2
64287,49,6,43,2
64288,57,5,52,2
64289,46,4,42,2
64290,59,3,56,2
64291,62,11,51,2
64292,60,14,46,2
64293,57,4,53,2
64294,45,9,36,2
64295,57,7,50,2
64296,64,11,53,2
64297,87,8,79,2
64298,41,5,36,2
64299,47,8,39,2
64300,62,9,53,2
64301,47,3,44,2
64302,57,4,53,2
64303,51,7,44,2
64304,65,5,60,2
64305,58,2,56,2
64306,59,5,54,2
64307,53,9,44,2
64308,60,5,55,2
64309,56,11,45,2
64310,54,4,50,2
64311,57,2,55,2
64312,48,10,38,2
64313,47,8,39,2
64314,60,13,47,2
64315,67,7,60,2
64316,56,8,48,2
64317,49,6,43,2
64318,52,2,50,2
64319,38,2,36,2
64320,48,7,41,2
64321,57,5,52,2
64322,46,11,35,2
64323,55,8,47,2
64324,47,2,45,2
64325,33,3,30,2
64326,58,5,53,2
64327,52,8,44,2
64328,56,8,48,2
64329,51,8,43,2
64330,54,8,46,2
64331,48,5,43,2
64332,51,5,46,2
64333,53,9,44,2
64334,52,7,45,2
64335,55,6,49,2
64336,43,5,38,2
64337,53,5,48,2
64338,53,6,47,2
64339,49,10,39,2
64340,50,3,47,2
64341,71,10,61,2
64342,61,12,49,2
64343,59,6,53,2
64344,50,4,46,2
64345,58,6,52,2
64346,51,8,43,2
64347,60,6,54,2
64348,55,1,54,2
64349,50,6,44,2
64350,53,4,49,2
64351,61,14,47,2
64352,62,11,51,2
64353,56,5,51,2
64354,51,11,40,2
64355,53,9,44,2
64356,47,5,42,2
64357,54,5,49,2
64358,60,7,53,2
64359,64,10,54,2
64360,79,6,73,2
64361,50,3,47,2
64362,45,9,36,2
64363,57,6,51,2
64364,56,13,43,2
64365,56,7,49,2
64366,47,6,41,2
64367,59,8,51,2
64368,48,8,40,2
64369,48,8,40,2
64370,54,6,48,2
64371,52,7,45,2
64372,56,4,52,2
64373,43,6,37,2
64374,47,2,45,2
64375,56,6,50,2
64376,73,15,58,2
64377,53,4,49,2
64378,44,3,41,2
64379,55,10,45,2
64380,42,1,41,2
64381,52,3,49,2
64382,44,6,38,2
64383,58,8,50,2
64384,52,6,46,2
64385,52,5,47,2
64386,53,6,47,2
64387,63,8,55,2
64388,66,9,57,2
64389,60,6,54,2
64390,60,5,55,2
64391,49,6,43,2
64392,62,6,56,2
64393,61,8,53,2
64394,48,8,40,2
64395,49,5,44,2
64396,62,9,53,2
64397,49,6,43,2
64398,57,6,51,2
64399,62,12,50,2
64400,55,6,49,2
64401,50,5,45,2
64402,53,7,46,2
64403,44,4,40,2
64404,55,7,48,2
64405,68,8,60,2
64406,63,5,58,2
64407,64,9,55,2
64408,65,9,56,2
64409,62,8,54,2
64410,59,6,53,2
64411,60,4,56,2
64412,57,10,47,2
64413,46,2,44,2
64414,66,8,58,2
64415,52,8,44,2
64416,49,4,45,2
64417,56,7,49,2
64418,61,7,54,2
64419,69,9,60,2
64420,49,5,44,2
64421,60,6,54,2
64422,70,12,58,2
64423,55,8,47,2
64424,49,4,45,2
64425,49,4,45,2
64426,40,4,36,2
64427,50,9,41,2
64428,63,5,58,2
64429,71,7,64,2
64430,54,7,47,2
64431,50,11,39,2
64432,56,8,48,2
64433,56,7,49,2
64434,55,8,47,2
64435,50,1,49,2
64436,65,11,54,2
64437,59,3,56,2
64438,51,5,46,2
64439,46,6,40,2
64440,59,9,50,2
64441,45,5,40,2
64442,64,9,55,2
64443,49,5,44,2
64444,62,4,58,2
64445,60,7,53,2
64446,44,3,41,2
64447,47,6,41,2
64448,53,4,49,2
64449,57,8,49,2
64450,41,4,37,2
64451,73,16,57,2
64452,51,6,45,2
64453,59,6,53,2
64454,60,10,50,2
64455,38,5,33,2
64456,57,3,54,2
64457,52,9,43,2
64458,53,5,48,2
64459,50,3,47,2
64460,62,7,55,2
64461,51,7,44,2
64462,57,6,51,2
64463,51,5,46,2
64464,54,6,48,2
64465,61,3,58,2
64466,58,6,52,2
64467,48,7,41,2
64468,63,8,55,2
64469,52,8,44,2
64470,50,8,42,2
64471,45,8,37,2
64472,52,10,42,2
64473,52,9,43,2
64474,56,6,50,2
64475,57,5,52,2
64476,46,7,39,2
64477,58,8,50,2
64478,60,9,51,2
64479,48,2,46,2
64480,58,6,52,2
64481,46,6,40,2
64482,52,9,43,2
64483,70,14,56,2
64484,53,9,44,2
64485,53,5,48,2
64486,58,6,52,2
64487,63,9,54,2
64488,52,7,45,2
64489,52,6,46,2
64490,60,9,51,2
64491,47,4,43,2
64492,42,6,36,2
64493,59,3,56,2
64494,57,5,52,2
64495,60,11,49,2
64496,47,4,43,2
64497,50,10,40,2
64498,47,7,40,2
64499,53,3,50,2
64500,37,2,35,2
64501,56,7,49,2
64502,64,8,56,2
64503,53,5,48,2
64504,57,12,45,2
64505,70,15,55,2
64506,49,5,44,2
64507,56,7,49,2
64508,48,2,46,2
64509,54,10,44,2
64510,51,3,48,2
64511,60,4,56,2
64512,65,6,59,2
64513,57,8,49,2
64514,40,4,36,2
64515,61,7,54,2
64516,59,7,52,2
64517,72,11,61,2
64518,60,6,54,2
64519,54,6,48,2
64520,44,5,39,2
64521,46,5,41,2
64522,52,7,45,2
64523,63,9,54,2
64524,59,7,52,2
64525,65,6,59,2
64526,56,6,50,2
64527,52,5,47,2
64528,61,8,53,2
64529,65,7,58,2
64530,48,4,44,2
64531,60,10,50,2
64532,44,2,42,2
64533,49,1,48,2
64534,41,5,36,2
64535,59,6,53,2
64536,43,5,38,2
64537,56,8,48,2
64538,42,4,38,2
64539,62,10,52,2
64540,63,9,54,2
64541,51,7,44,2
64542,53,1,52,2
64543,50,12,38,2
64544,54,8,46,2
64545,55,4,51,2
64546,67,13,54,2
64547,48,6,42,2
64548,45,4,41,2
64549,46,9,37,2
64550,54,7,47,2
64551,45,5,40,2
64552,44,6,38,2
64553,69,10,59,2
64554,47,13,34,2
64555,52,10,42,2
64556,57,4,53,2
64557,42,6,36,2
64558,54,5,49,2
64559,44,6,38,2
64560,54,8,46,2
64561,59,10,49,2
64562,65,6,59,2
64563,65,7,58,2
64564,46,5,41,2
64565,59,7,52,2
64566,63,6,57,2
64567,47,6,41,2
64568,58,5,53,2
64569,46,6,40,2
64570,43,6,37,2
64571,59,8,51,2
64572,56,6,50,2
64573,60,7,53,2
64574,57,3,54,2
64575,56,6,50,2
64576,49,4,45,2
64577,65,12,53,2
64578,43,4,39,2
64579,55,7,48,2
64580,51,6,45,2
64581,54,9,45,2
64582,55,9,46,2
64583,67,6,61,2
64584,52,8,44,2
64585,72,12,60,2
64586,47,7,40,2
64587,55,3,52,2
64588,57,4,53,2
64589,67,7,60,2
64590,56,2,54,2
64591,61,6,55,2
64592,43,6,37,2
64593,53,6,47,2
64594,57,9,48,2
64595,43,5,38,2
64596,58,6,52,2
64597,62,8,54,2
64598,57,12,45,2
64599,57,11,46,2
64600,42,7,35,2
64601,60,9,51,2
64602,54,11,43,2
64603,68,3,65,2
64604,54,3,51,2
64605,43,8,35,2
64606,52,3,49,2
64607,55,6,49,2
64608,71,9,62,2
64609,55,8,47,2
64610,55,11,44,2
64611,50,7,43,2
64612,54,8,46,2
64613,55,7,48,2
64614,58,3,55,2
64615,49,5,44,2
64616,57,7,50,2
64617,40,5,35,2
64618,43,4,39,2
64619,60,7,53,2
64620,55,9,46,2
64621,55,6,49,2
64622,51,7,44,2
64623,57,9,48,2
64624,51,9,42,2
64625,49,6,43,2
64626,54,10,44,2
64627,58,5,53,2
64628,61,5,56,2
64629,68,13,55,2
64630,75,7,68,2
64631,49,5,44,2
64632,47,5,42,2
64633,55,4,51,2
64634,57,6,51,2
64635,60,10,50,2
64636,62,5,57,2
64637,53,8,45,2
64638,58,6,52,2
64639,54,4,50,2
64640,50,4,46,2
64641,46,6,40,2
64642,49,6,43,2
64643,41,7,34,2
64644,47,5,42,2
64645,61,8,53,2
64646,52,9,43,2
64647,57,6,51,2
64648,44,6,38,2
64649,41,5,36,2
64650,64,8,56,2
64651,62,7,55,2
64652,59,9,50,2
64653,55,9,46,2
64654,47,7,40,2
64655,62,8,54,2
64656,56,9,47,2
64657,50,4,46,2
64658,47,4,43,2
64659,51,4,47,2
64660,41,8,33,2
64661,54,4,50,2
64662,59,8,51,2
64663,65,7,58,2
64664,61,6,55,2
64665,58,7,51,2
64666,44,6,38,2
64667,57,10,47,2
64668,73,12,61,2
64669,50,3,47,2
64670,57,9,48,2
64671,49,7,42,2
64672,60,7,53,2
64673,56,6,50,2
64674,52,8,44,2
64675,63,8,55,2
64676,57,11,46,2
64677,63,5,58,2
64678,66,7,59,2
64679,51,2,49,2
64680,51,11,40,2
64681,52,7,45,2
64682,57,3,54,2
64683,53,14,39,2
64684,66,6,60,2
64685,57,6,51,2
64686,42,7,35,2
64687,61,12,49,2
64688,53,4,49,2
64689,45,6,39,2
64690,50,5,45,2
64691,54,7,47,2
64692,56,4,52,2
64693,51,7,44,2
64694,47,3,44,2
64695,60,6,54,2
64696,50,3,47,2
64697,40,3,37,2
64698,50,6,44,2
64699,52,7,45,2
64700,66,11,55,2
64701,60,8,52,2
64702,47,5,42,2
64703,47,8,39,2
64704,52,12,40,2
64705,48,9,39,2
64706,50,5,45,2
64707,52,3,49,2
64708,43,9,34,2
64709,54,1,53,2
64710,44,6,38,2
64711,59,5,54,2
64712,44,4,40,2
64713,60,6,54,2
64714,52,7,45,2
64715,52,7,45,2
64716,44,2,42,2
64717,55,10,45,2
64718,64,7,57,2
64719,50,6,44,2
64720,54,8,46,2
64721,45,5,40,2
64722,56,7,49,2
64723,59,7,52,2
64724,61,4,57,2
64725,73,9,64,2
64726,47,7,40,2
64727,41,7,34,2
64728,49,5,44,2
64729,35,5,30,2
64730,61,10,51,2
64731,47,3,44,2
64732,46,8,38,2
64733,53,8,45,2
64734,43,10,33,2
64735,37,4,33,2
64736,48,2,46,2
64737,46,4,42,2
64738,62,8,54,2
64739,55,2,53,2
64740,43,5,38,2
64741,56,3,53,2
64742,52,8,44,2
64743,55,5,50,2
64744,59,4,55,2
64745,58,5,53,2
64746,60,8,52,2
64747,53,3,50,2
64748,60,6,54,2
64749,61,6,55,2
64750,51,3,48,2
64751,52,3,49,2
64752,73,13,60,2
64753,56,11,45,2
64754,65,6,59,2
64755,58,7,51,2
64756,48,4,44,2
64757,52,9,43,2
64758,54,3,51,2
64759,73,10,63,2
64760,51,7,44,2
64761,37,4,33,2
64762,54,5,49,2
64763,64,7,57,2
64764,64,9,55,2
64765,53,5,48,2
64766,62,6,56,2
64767,55,5,50,2
64768,40,1,39,2
64769,42,7,35,2
64770,56,7,49,2
64771,59,9,50,2
64772,38,8,30,2
64773,55,12,43,2
64774,48,7,41,2
64775,55,6,49,2
64776,53,2,51,2
64777,63,10,53,2
64778,58,8,50,2
64779,63,7,56,2
64780,55,4,51,2
64781,60,8,52,2
64782,49,4,45,2
64783,43,5,38,2
64784,57,6,51,2
64785,47,6,41,2
64786,60,2,58,2
64787,58,13,45,2
64788,47,6,41,2
64789,55,6,49,2
64790,60,8,52,2
64791,61,9,52,2
64792,67,9,58,2
64793,58,5,53,2
64794,62,10,52,2
64795,54,5,49,2
64796,53,9,44,2
64797,43,3,40,2
64798,51,6,45,2
64799,48,8,40,2
64800,56,3,53,2
64801,67,7,60,2
64802,56,5,51,2
64803,68,10,58,2
64804,48,6,42,2
64805,54,6,48,2
64806,54,6,48,2
64807,51,5,46,2
64808,58,9,49,2
64809,58,7,51,2
64810,60,8,52,2
64811,54,6,48,2
64812,48,8,40,2
64813,41,6,35,2
64814,52,3,49,2
64815,54,11,43,2
64816,50,8,42,2
64817,49,7,42,2
64818,52,9,43,2
64819,49,6,43,2
64820,50,6,44,2
64821,49,2,47,2
64822,66,3,63,2
64823,62,5,57,2
64824,40,0,40,1
64825,44,8,36,2
64826,48,6,42,2
64827,63,12,51,2
64828,42,7,35,2
64829,43,10,33,2
64830,55,5,50,2
64831,59,9,50,2
64832,62,7,55,2
64833,37,6,31,2
64834,55,8,47,2
64835,62,5,57,2
64836,58,9,49,2
64837,61,5,56,2
64838,43,2,41,2
64839,57,8,49,2
64840,72,8,64,2
64841,48,4,44,2
64842,43,1,42,2
64843,60,10,50,2
64844,58,9,49,2
64845,41,5,36,2
64846,54,7,47,2
64847,44,7,37,2
64848,56,6,50,2
64849,53,4,49,2
64850,59,2,57,2
64851,64,12,52,2
64852,54,9,45,2
64853,50,4,46,2
64854,35,2,33,2
64855,61,9,52,2
64856,53,3,50,2
64857,46,2,44,2
64858,58,7,51,2
64859,60,4,56,2
64860,55,8,47,2
64861,62,11,51,2
64862,68,11,57,2
64863,44,8,36,2
64864,55,7,48,2
64865,54,7,47,2
64866,48,6,42,2
64867,52,10,42,2
64868,65,6,59,2
64869,42,3,39,2
64870,46,5,41,2
64871,46,8,38,2
64872,66,5,61,2
64873,61,13,48,2
64874,50,7,43,2
64875,61,5,56,2
64876,51,8,43,2
64877,43,5,38,2
64878,57,2,55,2
64879,54,5,49,2
64880,62,4,58,2
64881,66,11,55,2
64882,55,4,51,2
64883,61,4,57,2
64884,59,4,55,2
64885,52,11,41,2
64886,45,7,38,2
64887,55,7,48,2
64888,59,6,53,2
64889,58,5,53,2
64890,39,3,36,2
64891,56,8,48,2
64892,53,4,49,2
64893,48,6,42,2
64894,56,6,50,2
64895,55,7,48,2
64896,46,5,41,2
64897,51,7,44,2
64898,64,8,56,2
64899,52,3,49,2
64900,53,5,48,2
64901,49,6,43,2
64902,58,10,48,2
64903,39,3,36,2
64904,59,4,55,2
64905,42,1,41,2
64906,47,5,42,2
64907,59,10,49,2
64908,56,5,51,2
64909,43,8,35,2
64910,47,4,43,2
64911,55,6,49,2
64912,63,6,57,2
64913,40,5,35,2
64914,55,4,51,2
64915,55,4,51,2
64916,64,5,59,2
64917,52,13,39,2
64918,65,4,61,2
64919,58,4,54,2
64920,59,5,54,2
64921,53,8,45,2
64922,58,5,53,2
64923,56,6,50,2
64924,46,9,37,2
64925,60,10,50,2
64926,54,8,46,2
64927,57,8,49,2
64928,62,7,55,2
64929,56,6,50,2
64930,60,12,48,2
64931,38,7,31,2
64932,54,13,41,2
64933,51,3,48,2
64934,60,4,56,2
64935,62,5,57,2
64936,54,10,44,2
64937,52,7,45,2
64938,47,5,42,2
64939,54,7,47,2
64940,54,6,48,2
64941,45,4,41,2
64942,49,6,43,2
64943,53,6,47,2
64944,45,3,42,2
64945,49,7,42,2
64946,51,7,44,2
64947,48,6,42,2
64948,60,4,56,2
64949,59,5,54,2
64950,49,6,43,2
64951,52,3,49,2
64952,49,6,43,2
64953,56,7,49,2
64954,51,2,49,2
64955,58,7,51,2
64956,50,4,46,2
64957,57,5,52,2
64958,54,5,49,2
64959,35,4,31,2
64960,46,6,40,2
64961,50,3,47,2
64962,62,7,55,2
64963,70,11,59,2
64964,46,3,43,2
64965,43,8,35,2
64966,56,6,50,2
64967,62,6,56,2
64968,60,10,50,2
64969,60,12,48,2
64970,55,5,50,2
64971,46,2,44,2
64972,76,12,64,2
64973,59,6,53,2
64974,60,9,51,2
64975,59,6,53,2
64976,60,10,50,2
64977,50,4,46,2
64978,63,18,45,2
64979,59,8,51,2
64980,73,17,56,2
64981,63,7,56,2
64982,56,8,48,2
64983,47,6,41,2
64984,52,3,49,2
64985,47,2,45,2
64986,43,4,39,2
64987,74,10,64,2
64988,54,10,44,2
64989,58,4,54,2
64990,55,4,51,2
64991,52,4,48,2
64992,58,10,48,2
64993,56,6,50,2
64994,48,9,39,2
64995,53,5,48,2
64996,61,7,54,2
64997,66,8,58,2
64998,51,7,44,2
64999,57,9,48,2
65000,70,12,58,2
65001,68,8,60,2
65002,47,6,41,2
65003,50,6,44,2
65004,48,5,43,2
65005,50,6,44,2
65006,52,7,45,2
65007,51,8,43,2
65008,58,9,49,2
65009,43,4,39,2
65010,46,5,41,2
65011,57,9,48,2
65012,55,5,50,2
65013,64,9,55,2
65014,55,8,47,2
65015,54,5,49,2
65016,55,5,50,2
65017,48,7,41,2
65018,61,9,52,2
65019,61,8,53,2
65020,56,9,47,2
65021,58,10,48,2
65022,53,8,45,2
65023,58,7,51,2
65024,51,10,41,2
65025,50,4,46,2
65026,57,9,48,2
65027,54,5,49,2
65028,62,7,55,2
65029,56,7,49,2
65030,58,7,51,2
65031,54,9,45,2
65032,59,7,52,2
65033,54,5,49,2
65034,60,6,54,2
65035,49,5,44,2
65036,53,7,46,2
65037,65,11,54,2
65038,61,9,52,2
65039,77,5,72,2
65040,49,7,42,2
65041,60,6,54,2
65042,49,8,41,2
65043,65,8,57,2
65044,54,5,49,2
65045,51,6,45,2
65046,38,4,34,2
65047,53,9,44,2
65048,56,8,48,2
65049,66,10,56,2
65050,50,7,43,2
65051,42,6,36,2
65052,35,4,31,2
65053,52,3,49,2
65054,55,4,51,2
65055,61,4,57,2
65056,75,2,73,2
65057,51,5,46,2
65058,62,4,58,2
65059,52,8,44,2
65060,52,8,44,2
65061,59,13,46,2
65062,59,9,50,2
65063,49,2,47,2
65064,60,9,51,2
65065,61,4,57,2
65066,71,8,63,2
65067,47,7,40,2
65068,40,6,34,2
65069,48,5,43,2
65070,48,1,47,2
65071,51,4,47,2
65072,41,5,36,2
65073,54,8,46,2
65074,49,9,40,2
65075,49,10,39,2
65076,43,6,37,2
65077,55,3,52,2
65078,51,6,45,2
65079,59,9,50,2
65080,70,8,62,2
65081,53,3,50,2
65082,53,11,42,2
65083,53,8,45,2
65084,46,2,44,2
65085,51,8,43,2
65086,62,2,60,2
65087,49,3,46,2
65088,58,6,52,2
65089,41,2,39,2
65090,55,8,47,2
65091,48,11,37,2
65092,43,8,35,2
65093,49,8,41,2
65094,61,5,56,2
65095,53,5,48,2
65096,47,8,39,2
65097,49,2,47,2
65098,66,7,59,2
65099,51,4,47,2
65100,46,6,40,2
65101,57,6,51,2
65102,68,7,61,2
65103,67,14,53,2
65104,67,6,61,2
65105,49,7,42,2
65106,61,2,59,2
65107,57,5,52,2
65108,42,3,39,2
65109,62,7,55,2
65110,60,8,52,2
65111,50,4,46,2
65112,42,7,35,2
65113,48,4,44,2
65114,59,5,54,2
65115,58,6,52,2
65116,63,6,57,2
65117,60,8,52,2
65118,52,8,44,2
65119,56,4,52,2
65120,45,4,41,2
65121,46,6,40,2
65122,50,9,41,2
65123,57,4,53,2
65124,58,9,49,2
65125,50,6,44,2
65126,49,2,47,2
65127,64,9,55,2
65128,57,6,51,2
65129,60,5,55,2
65130,44,3,41,2
65131,63,15,48,2
65132,57,6,51,2
65133,51,9,42,2
65134,58,8,50,2
65135,47,7,40,2
65136,67,7,60,2
65137,54,1,53,2
65138,48,9,39,2
65139,45,5,40,2
65140,57,6,51,2
65141,60,12,48,2
65142,53,5,48,2
65143,68,10,58,2
65144,53,8,45,2
65145,58,6,52,2
65146,38,6,32,2
65147,51,4,47,2
65148,57,5,52,2
65149,58,3,55,2
65150,55,4,51,2
65151,69,5,64,2
65152,63,5,58,2
65153,47,11,36,2
65154,55,9,46,2
65155,61,4,57,2
65156,56,5,51,2
65157,57,10,47,2
65158,52,4,48,2
65159,44,13,31,2
65160,52,4,48,2
65161,63,6,57,2
65162,60,8,52,2
65163,56,8,48,2
65164,55,10,45,2
65165,55,10,45,2
65166,45,7,38,2
65167,59,5,54,2
65168,55,1,54,2
65169,52,5,47,2
65170,62,8,54,2
65171,49,8,41,2
65172,57,8,49,2
65173,47,8,39,2
65174,46,5,41,2
65175,59,9,50,2
65176,49,7,42,2
65177,56,6,50,2
65178,66,9,57,2
65179,66,6,60,2
65180,52,5,47,2
65181,53,6,47,2
65182,43,7,36,2
65183,54,7,47,2
65184,56,2,54,2
65185,60,7,53,2
65186,58,8,50,2
65187,60,9,51,2
65188,42,5,37,2
65189,73,10,63,2
65190,57,7,50,2
65191,67,4,63,2
65192,54,8,46,2
65193,46,7,39,2
65194,48,2,46,2
65195,44,8,36,2
65196,44,4,40,2
65197,62,6,56,2
65198,53,2,51,2
65199,51,11,40,2
65200,51,6,45,2
65201,61,1,60,2
65202,53,7,46,2
65203,61,5,56,2
65204,50,4,46,2
65205,43,8,35,2
65206,50,11,39,2
65207,61,7,54,2
65208,53,8,45,2
65209,53,4,49,2
65210,54,9,45,2
65211,51,4,47,2
65212,46,4,42,2
65213,50,8,42,2
65214,51,7,44,2
65215,54,6,48,2
65216,47,2,45,2
65217,46,8,38,2
65218,62,6,56,2
65219,52,5,47,2
65220,63,8,55,2
65221,65,4,61,2
65222,58,8,50,2
65223,48,10,38,2
65224,48,6,42,2
65225,61,10,51,2
65226,43,3,40,2
65227,56,7,49,2
65228,70,11,59,2
65229,39,10,29,2
65230,34,4,30,2
65231,58,11,47,2
65232,56,10,46,2
65233,53,7,46,2
65234,59,10,49,2
65235,67,7,60,2
65236,48,3,45,2
65237,47,3,44,2
65238,53,9,44,2
65239,58,4,54,2
65240,51,7,44,2
65241,58,6,52,2
65242,59,7,52,2
65243,60,6,54,2
65244,55,5,50,2
65245,58,7,51,2
65246,56,7,49,2
65247,53,5,48,2
65248,54,5,49,2
65249,57,6,51,2
65250,58,12,46,2
65251,41,6,35,2
65252,45,8,37,2
65253,52,6,46,2
65254,59,8,51,2
65255,45,5,40,2
65256,50,5,45,2
65257,60,10,50,2
65258,61,3,58,2
65259,52,5,47,2
65260,55,4,51,2
65261,55,7,48,2
65262,49,4,45,2
65263,57,3,54,2
65264,63,6,57,2
65265,55,6,49,2
65266,58,10,48,2
65267,53,6,47,2
65268,57,8,49,2
65269,68,9,59,2
65270,61,4,57,2
65271,54,9,45,2
65272,48,6,42,2
65273,41,3,38,2
65274,55,10,45,2
65275,56,9,47,2
65276,48,4,44,2
65277,43,7,36,2
65278,45,7,38,2
65279,73,9,64,2
65280,54,6,48,2
65281,58,4,54,2
65282,60,8,52,2
65283,52,6,46,2
65284,55,8,47,2
65285,56,7,49,2
65286,47,5,42,2
65287,60,7,53,2
65288,45,7,38,2
65289,55,6,49,2
65290,59,4,55,2
65291,37,3,34,2
65292,43,4,39,2
65293,54,5,49,2
65294,54,9,45,2
65295,60,9,51,2
65296,64,11,53,2
65297,57,5,52,2
65298,53,6,47,2
65299,57,5,52,2
65300,74,8,66,2
65301,59,6,53,2
65302,54,5,49,2
65303,50,11,39,2
65304,51,4,47,2
65305,68,6,62,2
65306,68,6,62,2
65307,57,12,45,2
65308,51,2,49,2
65309,65,6,59,2
65310,60,9,51,2
65311,57,9,48,2
65312,45,4,41,2
65313,69,6,63,2
65314,54,2,52,2
65315,50,4,46,2
65316,56,7,49,2
65317,48,4,44,2
65318,63,8,55,2
65319,63,6,57,2
65320,42,5,37,2
65321,44,4,40,2
65322,51,5,46,2
65323,58,12,46,2
65324,50,7,43,2
65325,59,8,51,2
65326,57,5,52,2
65327,55,5,50,2
65328,47,9,38,2
65329,44,4,40,2
65330,56,7,49,2
65331,50,7,43,2
65332,51,6,45,2
65333,58,10,48,2
65334,55,8,47,2
65335,52,3,49,2
65336,53,7,46,2
65337,56,7,49,2
65338,69,10,59,2
65339,53,8,45,2
65340,50,10,40,2
65341,48,10,38,2
65342,46,1,45,2
65343,68,9,59,2
65344,44,5,39,2
65345,59,12,47,2
65346,48,5,43,2
65347,51,2,49,2
65348,53,4,49,2
65349,66,11,55,2
65350,64,8,56,2
65351,56,5,51,2
65352,50,7,43,2
65353,59,6,53,2
65354,54,8,46,2
65355,46,7,39,2
65356,51,9,42,2
65357,56,5,51,2
65358,60,10,50,2
65359,56,11,45,2
65360,53,7,46,2
65361,62,9,53,2
65362,62,8,54,2
65363,47,3,44,2
65364,42,4,38,2
65365,42,7,35,2
65366,53,5,48,2
65367,81,7,74,2
65368,51,9,42,2
65369,50,8,42,2
65370,44,2,42,2
65371,70,7,63,2
65372,52,8,44,2
65373,53,10,43,2
65374,54,13,41,2
65375,55,7,48,2
65376,57,9,48,2
65377,51,8,43,2
65378,42,6,36,2
65379,56,12,44,2
65380,50,11,39,2
65381,77,7,70,2
65382,67,6,61,2
65383,49,11,38,2
65384,59,6,53,2
65385,50,3,47,2
65386,52,11,41,2
65387,72,14,58,2
65388,49,5,44,2
65389,60,10,50,2
65390,58,9,49,2
65391,57,7,50,2
65392,66,7,59,2
65393,53,7,46,2
65394,54,5,49,2
65395,57,7,50,2
65396,60,8,52,2
65397,46,4,42,2
65398,52,7,45,2
65399,57,7,50,2
65400,45,6,39,2
65401,49,4,45,2
65402,49,6,43,2
65403,66,11,55,2
65404,54,5,49,2
65405,46,5,41,2
65406,58,6,52,2
65407,60,11,49,2
65408,45,0,45,1
65409,58,13,45,2
65410,46,5,41,2
65411,68,12,56,2
65412,52,8,44,2
65413,77,13,64,2
65414,48,11,37,2
65415,64,8,56,2
65416,52,6,46,2
65417,55,9,46,2
65418,57,10,47,2
65419,53,5,48,2
65420,59,6,53,2
65421,48,4,44,2
65422,46,4,42,2
65423,60,6,54,2
65424,53,5,48,2
